fare_amount,fare_class,passenger_count,distance_in_kms,Weekday_name,Hour,Month_Day
3.3,0,1,0.69,4,7,14
16.5,1,1,7.11,5,5,24
14.9,1,4,6.36,5,20,17
12.5,1,2,6.46,6,22,22
7.3,0,1,2.51,5,11,17
5.7,0,1,2.38,3,19,20
6.5,0,2,1.94,3,17,13
9.3,0,1,3.26,4,7,21
12.9,1,1,4.87,6,11,15
6.5,0,1,1.71,7,22,16
22.1,1,1,9.19,7,0,23
4.9,0,1,5.35,2,15,11
4.5,0,1,0.5,3,18,20
5.3,0,4,1.0,5,18,24
8.1,0,1,1.89,6,23,15
10.5,1,1,4.66,4,2,21
13.7,1,1,4.92,5,19,17
7.7,0,1,2.59,6,21,15
8.1,0,3,2.16,5,12,17
12.1,1,1,3.59,3,13,20
6.1,0,1,1.77,7,21,23
8.1,0,1,2.77,2,22,11
4.9,0,1,1.02,4,18,21
12.1,1,2,2.84,6,9,22
12.1,1,1,3.69,7,10,23
7.3,0,1,2.62,4,0,21
6.9,0,1,1.08,4,14,14
6.5,0,1,2.12,4,19,14
7.3,0,1,1.97,2,0,18
6.1,0,2,2.17,2,11,18
8.1,0,1,2.68,3,22,20
7.3,0,3,1.6,7,12,23
4.5,0,1,1.1,5,18,17
5.3,0,1,1.93,2,9,18
6.1,0,2,2.21,1,14,19
7.3,0,1,2.45,2,17,11
6.5,0,1,2.51,7,21,16
4.5,0,1,1.2,7,16,16
49.57,1,2,21.41,6,7,15
7.7,0,1,2.89,2,19,18
7.3,0,1,3.03,3,6,20
5.3,0,1,1.23,3,7,20
6.5,0,2,1.83,7,22,23
11.3,1,1,3.64,4,10,14
24.1,1,1,13.53,6,1,22
8.9,0,1,2.03,4,10,21
4.1,0,1,0.86,6,19,15
13.3,1,1,3.43,5,16,24
21.7,1,1,4.98,6,13,22
8.1,0,1,2.62,7,19,23
8.9,0,1,2.4,6,22,22
32.67,1,1,8.59,2,14,18
4.9,0,1,0.72,6,15,22
6.5,0,1,2.11,5,16,17
19.3,1,1,7.16,5,9,24
8.1,0,1,2.01,7,17,16
4.9,0,3,0.77,2,15,18
6.9,0,1,2.25,7,20,16
6.5,0,1,7.39,1,15,19
4.9,0,1,1.38,1,8,19
26.67,1,1,9.36,6,13,15
4.1,0,1,0.6,6,0,15
5.7,0,1,1.78,6,22,15
13.3,1,1,3.99,3,11,13
5.7,0,3,1.71,4,10,14
4.1,0,1,1.05,4,13,21
5.3,0,1,1.31,7,19,16
10.5,1,1,3.57,3,14,20
5.3,0,2,1.16,2,1,18
10.1,1,1,4.89,1,7,19
6.5,0,1,2.23,5,8,17
10.9,1,1,1.76,6,11,15
10.9,1,1,1.98,4,14,21
8.1,0,1,2.05,1,14,19
39.87,1,1,12.97,6,12,22
6.5,0,1,1.86,6,11,15
22.1,1,1,10.34,3,13,13
6.1,0,1,1.86,6,13,15
6.5,0,1,1.8,7,10,23
16.1,1,2,5.75,7,20,16
6.5,0,1,2.11,1,17,12
4.9,0,2,1.12,5,19,17
5.3,0,3,2.0,7,16,23
4.9,0,1,0.73,3,15,13
19.07,1,1,6.72,2,9,11
7.3,0,1,1.53,3,22,13
6.5,0,1,1.99,7,12,23
5.7,0,1,1.69,4,7,14
6.9,0,1,1.45,6,20,22
10.1,1,1,4.0,7,21,23
6.5,0,2,1.41,1,18,19
3.7,0,2,0.61,6,23,22
10.5,1,1,2.64,4,16,14
6.1,0,2,1.27,3,17,13
4.5,0,1,0.89,4,20,14
12.5,1,3,4.11,5,23,24
4.5,0,1,0.7,4,21,14
9.7,0,2,2.38,6,21,22
8.9,0,1,5.14,1,19,12
8.5,0,2,2.71,5,23,24
8.5,0,1,2.31,1,18,12
6.1,0,1,0.74,7,12,23
9.7,0,1,2.06,4,14,21
3.7,0,1,1.16,7,8,23
7.3,0,1,1.73,3,17,20
5.3,0,1,1.06,4,14,21
9.3,0,1,2.95,3,9,20
49.57,1,1,20.1,7,20,23
6.9,0,1,1.65,5,6,24
6.5,0,1,1.31,2,17,18
5.3,0,1,1.19,7,21,16
11.3,1,1,2.56,6,9,22
5.3,0,1,4.1,1,5,12
8.1,0,2,2.47,5,18,17
14.9,1,3,8.51,2,22,11
6.5,0,1,1.5,7,18,23
4.9,0,1,1.21,3,7,13
6.5,0,3,1.79,5,23,17
10.9,1,1,3.63,4,15,21
37.3,1,1,15.32,7,18,23
6.9,0,1,2.26,3,12,13
5.7,0,1,1.86,4,0,21
10.5,1,2,4.23,3,20,20
3.7,0,2,0.71,2,23,18
10.9,1,1,4.78,1,21,12
10.1,1,1,4.34,4,19,14
20.1,1,2,7.34,5,17,17
7.3,0,1,1.91,1,17,19
5.3,0,1,1.77,7,18,23
8.1,0,1,1.2,2,0,18
14.1,1,1,4.36,6,19,22
11.7,1,3,4.65,4,18,21
28.27,1,1,10.15,3,21,20
6.1,0,1,1.77,7,7,23
16.5,1,2,4.53,5,22,17
5.7,0,1,1.64,1,12,12
6.1,0,2,1.13,7,22,23
14.5,1,2,6.47,4,23,14
11.7,1,1,6.18,7,0,16
8.1,0,1,2.47,7,19,23
10.5,1,1,3.86,5,20,24
6.5,0,1,1.49,7,20,23
8.1,0,1,2.59,7,15,16
15.3,1,4,6.03,1,11,19
4.9,0,1,0.55,1,12,12
5.7,0,1,0.83,6,11,15
4.9,0,1,0.97,1,12,12
14.9,1,2,4.66,7,21,16
15.7,1,1,6.09,3,22,13
8.5,0,2,3.42,5,23,17
6.1,0,1,1.63,6,19,15
13.3,1,1,7.05,5,3,24
9.7,0,1,2.69,6,19,15
4.1,0,1,0.29,1,10,12
14.5,1,1,4.94,6,18,22
4.5,0,1,0.8,4,0,14
5.3,0,1,0.92,3,17,13
8.1,0,1,2.17,6,14,15
17.7,1,1,6.5,6,19,22
7.7,0,1,1.98,2,13,18
14.9,1,1,7.46,1,10,12
6.1,0,1,1.4,7,20,23
7.3,0,4,2.57,3,21,13
4.9,0,3,0.62,6,14,22
26.1,1,3,10.96,4,11,14
10.5,1,1,3.65,2,19,11
6.1,0,2,2.05,3,20,20
10.9,1,1,2.89,1,9,12
8.5,0,2,2.1,4,9,21
10.9,1,1,3.52,5,15,17
5.7,0,2,1.44,5,14,17
30.1,1,2,13.78,5,4,24
14.1,1,1,4.88,6,20,15
9.3,0,1,3.41,2,20,11
6.5,0,1,1.17,4,12,21
13.7,1,1,2.14,1,17,12
4.9,0,1,1.56,3,23,13
45.0,1,1,18.58,4,0,14
6.5,0,3,1.49,1,22,12
6.9,0,2,2.94,3,22,20
8.9,0,2,2.43,6,10,22
4.9,0,1,1.43,2,19,11
4.9,0,1,1.0,1,8,19
6.9,0,1,1.29,5,20,24
5.3,0,1,2.28,1,21,19
5.3,0,1,1.46,6,4,15
4.9,0,1,1.15,4,20,21
9.7,0,1,2.87,1,14,12
12.5,1,1,5.34,4,15,14
3.3,0,1,0.76,7,21,23
2.9,0,5,0.03,7,2,23
8.1,0,1,2.87,6,17,15
14.9,1,1,5.0,4,21,14
10.9,1,1,2.58,5,21,17
16.1,1,1,6.67,6,0,22
6.5,0,2,1.77,4,21,21
14.1,1,4,6.34,2,15,11
6.9,0,1,1.75,5,12,24
6.9,0,2,2.02,3,13,20
12.5,1,3,0.93,4,15,21
8.1,0,1,2.05,1,15,12
12.9,1,2,4.26,3,10,13
12.5,1,1,3.64,2,12,11
6.1,0,1,2.25,7,13,16
11.7,1,1,2.25,5,19,17
7.3,0,1,1.5,3,17,20
9.7,0,1,4.05,5,9,24
8.1,0,2,2.81,7,18,16
7.3,0,2,2.58,5,16,17
36.27,1,1,11.54,4,12,14
10.9,1,5,1.2,3,23,13
9.3,0,2,3.41,1,20,19
6.1,0,1,1.87,5,14,17
7.3,0,1,1.64,7,11,16
5.7,0,1,1.98,2,18,18
7.3,0,2,1.57,3,7,13
11.3,1,1,2.11,4,14,21
18.1,1,1,2.46,7,19,16
10.1,1,1,3.71,2,1,18
4.1,0,1,1.07,7,18,23
4.5,0,1,0.51,5,19,17
5.3,0,1,1.25,7,20,16
5.7,0,1,1.66,4,18,14
6.1,0,1,1.88,2,8,11
4.1,0,1,0.85,6,14,15
10.1,1,1,3.28,3,18,13
14.1,1,3,5.78,5,12,24
35.47,1,2,9.04,4,17,21
30.5,1,1,14.62,6,13,22
7.7,0,1,2.23,2,20,18
4.5,0,1,1.05,4,11,14
14.1,1,1,4.52,2,19,18
6.1,0,2,2.04,1,7,19
6.5,0,1,1.42,2,11,18
10.9,1,5,2.5,7,17,23
3.7,0,4,0.68,2,3,25
5.7,0,1,1.95,7,18,23
15.3,1,1,7.44,4,7,21
10.1,1,1,2.04,4,9,21
11.3,1,1,4.72,4,19,14
10.1,1,1,3.5,6,15,15
7.3,0,1,1.98,3,17,13
5.7,0,1,1.1,1,18,19
7.7,0,2,2.51,6,23,22
4.1,0,1,0.14,7,7,16
9.7,0,1,3.01,7,19,23
4.1,0,2,0.78,2,12,11
14.9,1,2,7.48,2,21,11
12.5,1,1,3.66,2,9,18
7.3,0,1,2.24,7,23,16
9.7,0,1,2.79,4,8,14
3.3,0,1,0.42,1,22,19
7.3,0,1,1.74,5,22,24
5.3,0,1,1.61,4,7,21
11.3,1,2,3.73,5,21,24
7.3,0,1,0.57,4,12,21
8.5,0,1,4.79,7,7,16
4.9,0,1,1.37,4,16,14
8.9,0,1,2.55,7,9,23
10.5,1,1,4.44,2,23,11
7.3,0,1,2.35,1,9,19
6.9,0,1,1.2,6,9,22
7.7,0,1,2.37,4,11,21
6.9,0,1,1.66,7,15,16
6.5,0,1,1.8,3,16,20
10.9,1,2,5.38,3,11,20
12.5,1,1,5.43,6,22,22
7.3,0,1,2.04,4,23,14
6.5,0,1,1.66,2,6,11
9.7,0,3,4.03,2,15,18
6.1,0,2,2.13,7,16,16
5.3,0,1,1.55,1,9,12
4.9,0,1,1.27,2,21,18
7.3,0,2,2.26,5,0,24
12.9,1,1,5.41,5,2,24
5.7,0,1,1.28,1,8,12
6.1,0,1,2.08,7,17,16
19.3,1,1,10.0,1,2,12
10.5,1,2,5.56,5,17,17
13.3,1,1,4.72,4,22,21
8.5,0,1,1.6,6,12,15
14.5,1,1,5.36,6,19,15
4.9,0,3,1.33,6,21,15
8.1,0,1,2.48,3,21,20
4.1,0,1,0.81,7,7,16
6.5,0,1,1.03,3,12,13
10.9,1,1,3.46,2,17,11
29.39,1,1,16.87,4,20,14
12.5,1,1,2.79,2,12,18
10.1,1,1,3.25,4,19,21
10.1,1,1,3.55,2,16,18
12.5,1,1,2.64,2,13,18
5.3,0,1,0.82,3,12,20
7.3,0,1,1.44,6,17,15
7.7,0,1,2.42,2,15,11
8.9,0,4,1.1,6,14,22
35.0,1,1,1.77,5,15,24
4.9,0,1,1.65,2,9,18
4.1,0,1,8.7,1,13,12
8.5,0,1,2.48,5,22,17
6.1,0,2,1.04,2,1,25
4.9,0,1,0.9,4,7,21
6.5,0,1,2.24,5,23,24
12.1,1,2,5.38,3,21,13
4.9,0,1,1.55,7,0,23
7.7,0,1,1.55,6,14,22
4.9,0,2,0.82,2,15,18
14.5,1,1,4.8,3,11,20
7.7,0,2,2.35,3,15,20
6.9,0,1,2.04,5,18,17
24.9,1,1,13.39,2,20,18
8.1,0,1,2.7,1,12,19
15.3,1,1,7.29,5,1,24
14.5,1,1,5.51,5,10,24
25.3,1,1,13.98,4,8,21
12.9,1,1,4.43,4,7,21
17.3,1,2,8.1,2,1,25
8.1,0,1,2.32,3,16,13
4.1,0,1,0.92,3,18,13
9.7,0,1,2.28,4,18,14
9.3,0,1,2.1,7,14,16
5.7,0,1,1.43,2,10,18
9.3,0,1,3.7,7,23,23
6.1,0,1,1.44,7,23,16
14.5,1,2,6.56,7,1,23
20.1,1,2,7.37,4,12,21
45.0,1,1,19.86,3,11,20
3.7,0,1,0.71,7,10,16
10.1,1,1,2.54,6,12,22
49.57,1,1,19.94,4,15,21
7.7,0,1,2.14,6,16,15
4.5,0,1,0.65,7,22,23
5.7,0,1,1.06,5,16,24
10.1,1,1,3.52,4,10,14
6.1,0,4,1.21,1,12,19
19.7,1,1,10.12,4,1,21
13.7,1,4,4.37,7,21,16
4.1,0,2,0.54,5,18,24
5.7,0,1,1.81,2,12,18
6.9,0,1,2.31,6,11,15
8.1,0,3,1.58,7,17,23
4.1,0,1,0.53,5,19,24
3.7,0,2,0.57,7,21,16
7.3,0,1,2.22,4,9,14
8.1,0,2,1.09,5,18,24
17.3,1,1,7.22,7,20,23
6.5,0,1,1.21,1,18,19
15.3,1,1,6.5,7,13,23
6.5,0,1,1.12,7,18,16
10.9,1,1,3.55,5,23,24
10.1,1,1,3.35,4,15,21
29.47,1,2,10.02,7,15,23
5.3,0,1,1.01,1,13,19
5.7,0,1,2.15,4,19,21
18.9,1,1,9.72,3,0,13
15.3,1,1,7.93,1,18,19
18.5,1,1,1.5,4,3,21
4.9,0,1,2.14,7,6,16
5.3,0,1,1.15,2,12,11
20.5,1,1,9.94,7,6,23
5.7,0,1,1.26,3,15,13
6.1,0,1,1.64,3,9,20
7.3,0,1,1.96,4,21,14
10.9,1,1,3.3,2,13,11
7.3,0,1,2.75,4,8,14
7.3,0,4,2.48,4,15,14
6.9,0,1,1.1,4,12,21
4.1,0,1,0.61,3,16,13
5.3,0,1,1.24,3,13,13
7.7,0,1,3.63,2,8,18
13.7,1,1,4.91,7,23,16
8.1,0,2,2.41,1,21,12
5.7,0,1,1.68,3,23,20
5.3,0,1,1.27,6,14,22
14.9,1,2,7.68,6,23,22
16.5,1,1,6.9,5,11,17
6.5,0,1,2.56,2,13,11
7.3,0,2,1.98,6,23,15
4.5,0,1,0.82,5,0,24
5.3,0,1,1.35,6,14,15
8.9,0,1,3.76,6,4,15
4.5,0,3,0.83,2,14,11
6.5,0,1,1.24,2,4,18
16.1,1,1,4.91,7,18,23
10.1,1,1,4.8,7,23,16
3.3,0,1,0.51,3,0,13
8.5,0,1,2.61,2,13,11
4.5,0,2,1.37,2,11,18
8.5,0,2,2.13,5,0,24
21.7,1,1,9.43,3,15,13
4.1,0,1,0.8,1,0,12
3.3,0,2,0.62,2,2,18
3.3,0,1,0.73,6,13,15
6.9,0,1,2.49,3,17,13
11.7,1,1,5.79,4,20,21
4.5,0,1,0.59,5,21,24
11.3,1,1,2.66,6,18,22
9.7,0,2,3.28,5,13,17
28.9,1,1,9.5,3,14,20
9.7,0,1,3.35,5,5,24
11.3,1,1,2.96,5,20,17
10.1,1,1,3.69,7,0,16
18.1,1,1,9.0,3,21,20
3.7,0,2,0.28,7,18,16
16.1,1,1,6.26,1,2,12
4.9,0,1,1.09,3,7,20
5.7,0,1,0.75,1,14,12
10.9,1,1,3.32,4,14,21
8.5,0,1,2.75,2,21,11
4.9,0,1,1.07,4,19,21
16.27,1,1,4.02,3,23,13
12.1,1,2,4.15,5,16,24
8.5,0,1,2.0,1,13,19
6.9,0,1,1.81,1,8,12
4.9,0,1,0.8,2,13,18
27.07,1,1,7.79,7,14,23
20.5,1,1,6.84,7,20,16
17.3,1,1,5.95,5,22,24
7.7,0,1,2.41,6,13,22
8.9,0,1,1.75,3,16,13
6.5,0,1,2.06,3,9,20
6.5,0,1,1.39,1,11,12
6.5,0,1,1.97,1,11,12
10.9,1,4,2.29,6,19,15
10.9,1,2,1.77,5,18,24
9.3,0,1,3.61,4,13,21
16.9,1,1,7.49,2,7,11
8.5,0,1,2.6,1,19,19
4.9,0,1,4.85,5,16,17
4.5,0,2,0.73,6,20,22
4.1,0,1,0.76,5,12,17
9.3,0,1,2.43,3,17,20
6.5,0,2,2.69,6,20,15
8.5,0,1,3.64,2,18,11
7.7,0,1,0.76,6,13,22
8.5,0,1,3.06,3,18,13
10.1,1,1,1.4,7,11,16
30.67,1,2,9.2,1,23,19
7.7,0,3,3.26,7,18,23
4.9,0,1,1.64,5,0,17
11.3,1,1,0.64,6,12,15
8.1,0,1,2.44,4,13,14
12.1,1,1,5.24,4,19,21
5.3,0,1,1.25,1,18,12
7.3,0,2,2.5,2,12,11
6.9,0,1,1.66,1,10,12
4.5,0,1,1.36,7,20,23
8.1,0,1,2.43,5,21,24
8.1,0,1,2.78,4,9,14
8.5,0,2,3.88,2,23,18
3.7,0,2,0.47,5,19,17
13.7,1,1,5.81,5,10,24
9.7,0,2,3.91,2,17,18
9.3,0,1,4.01,6,8,22
6.5,0,1,1.63,4,15,14
5.7,0,1,1.62,6,19,22
9.3,0,2,3.09,7,23,16
23.7,1,1,8.47,5,11,17
7.3,0,1,1.85,6,12,15
9.3,0,1,3.28,2,12,11
7.3,0,1,1.74,3,15,20
6.1,0,1,2.12,3,8,13
28.27,1,1,9.46,4,13,21
6.9,0,1,0.57,1,15,12
4.1,0,1,0.76,3,8,20
10.1,1,1,2.16,6,8,22
6.1,0,1,1.6,1,6,12
31.47,1,1,12.31,6,15,15
6.9,0,1,1.02,7,7,23
7.3,0,1,2.32,4,21,21
29.47,1,1,9.31,1,19,12
9.3,0,2,3.06,4,18,14
14.9,1,1,8.23,7,23,23
12.1,1,1,5.04,7,12,16
7.3,0,1,2.59,6,11,15
7.3,0,1,1.55,4,19,21
27.47,1,1,9.02,7,4,23
8.1,0,2,4.15,1,3,12
11.7,1,1,4.54,5,23,24
8.9,0,2,3.09,7,17,16
18.9,1,1,7.19,4,16,14
3.7,0,1,0.87,5,8,24
5.3,0,1,2.01,4,17,14
4.9,0,4,1.39,1,16,12
3.7,0,1,0.63,4,5,14
27.3,1,1,15.87,6,4,22
6.5,0,1,1.31,4,14,21
5.3,0,1,1.82,4,21,14
6.9,0,2,2.19,2,18,18
28.27,1,1,10.74,6,22,15
6.5,0,1,1.36,5,19,17
22.9,1,1,8.49,1,21,12
10.1,1,2,4.11,3,13,20
4.5,0,1,0.99,5,14,24
7.7,0,1,2.14,1,18,12
4.5,0,1,1.11,2,15,11
5.3,0,1,1.25,6,13,22
8.5,0,1,2.87,2,20,18
4.1,0,1,0.69,1,18,19
4.9,0,4,0.9,3,16,13
8.1,0,1,3.13,7,10,23
6.9,0,1,1.59,7,11,23
9.3,0,1,2.64,3,19,13
6.1,0,1,1.95,7,9,23
8.5,0,1,2.5,2,12,11
12.9,1,1,4.08,5,3,24
6.1,0,2,1.77,4,8,14
14.5,1,1,5.24,5,0,24
6.9,0,1,2.72,4,9,14
6.5,0,1,1.57,1,22,19
5.7,0,2,5.65,1,13,12
8.5,0,1,2.98,3,22,13
3.7,0,1,0.62,6,21,15
18.1,1,1,8.67,1,23,12
10.5,1,3,4.49,6,18,15
8.9,0,1,3.4,5,7,17
13.7,1,1,4.71,7,12,16
6.9,0,1,1.48,5,21,24
5.7,0,1,1.45,4,17,21
27.07,1,2,8.52,7,4,23
11.7,1,1,3.02,3,13,13
18.27,1,1,5.71,6,14,15
18.1,1,1,7.91,1,21,12
6.5,0,1,2.23,1,8,19
9.7,0,1,2.97,3,9,13
7.7,0,1,2.2,1,18,12
4.5,0,1,0.97,3,21,13
8.1,0,1,3.68,5,15,17
22.9,1,1,12.22,3,8,13
5.3,0,1,0.71,3,6,13
5.7,0,1,1.82,4,8,14
3.3,0,1,0.31,7,15,23
6.1,0,2,1.67,2,16,11
9.7,0,1,3.53,2,12,11
16.5,1,1,5.36,5,18,24
5.7,0,1,2.12,1,20,19
6.9,0,1,1.53,2,17,18
7.7,0,1,1.81,3,14,13
12.1,1,2,3.99,5,1,17
12.5,1,1,5.82,3,20,20
12.9,1,1,4.4,5,11,24
21.7,1,2,9.3,3,23,13
6.1,0,1,1.7,7,10,16
2.9,0,1,0.46,2,16,11
5.3,0,3,1.78,3,22,13
4.9,0,1,1.26,7,10,16
4.5,0,1,1.07,6,6,15
6.1,0,1,1.26,7,14,16
6.9,0,1,2.93,1,21,12
14.9,1,1,5.1,6,15,22
7.3,0,1,2.15,7,13,23
2.5,0,1,14.34,5,7,17
6.5,0,1,1.91,1,2,19
10.9,1,1,3.96,6,5,22
8.9,0,1,2.11,3,12,20
6.1,0,1,1.35,3,13,20
13.7,1,1,4.36,2,16,18
8.9,0,1,2.36,6,13,15
8.5,0,4,3.23,1,20,19
7.3,0,1,3.33,1,6,12
6.5,0,1,1.64,4,21,21
6.5,0,1,2.32,5,15,17
19.7,1,1,8.46,2,9,18
8.1,0,2,2.67,5,3,24
33.07,1,1,6.77,6,11,15
9.7,0,3,3.2,5,4,17
8.1,0,3,4.05,2,9,11
6.9,0,1,2.74,6,23,15
3.3,0,1,0.45,7,1,23
5.7,0,1,1.64,2,9,18
13.7,1,1,5.02,1,12,12
6.1,0,2,1.0,5,23,24
22.9,1,1,9.35,5,14,24
3.3,0,1,0.46,7,14,16
8.5,0,1,2.05,7,9,16
8.5,0,2,2.22,7,21,16
11.3,1,1,2.74,7,22,16
6.1,0,1,1.84,1,20,12
5.7,0,1,1.52,2,17,18
4.9,0,1,0.88,3,9,13
4.1,0,1,0.94,5,12,17
4.1,0,1,0.62,5,17,17
5.7,0,1,1.61,3,13,13
4.9,0,1,1.14,6,22,22
5.3,0,2,1.04,2,14,18
14.9,1,1,4.12,3,9,13
16.1,1,1,6.22,4,15,14
7.7,0,1,1.92,6,9,22
7.3,0,1,1.37,1,9,12
7.7,0,1,1.67,5,3,17
4.9,0,3,1.39,4,21,14
22.67,1,1,8.54,5,8,24
10.1,1,1,2.11,6,9,22
10.1,1,2,2.79,6,21,15
5.3,0,1,1.0,7,8,23
4.1,0,2,0.99,2,20,11
14.1,1,1,3.27,5,3,17
4.1,0,1,0.94,7,14,16
8.9,0,1,2.85,7,22,23
5.3,0,1,1.2,3,17,13
5.3,0,1,1.26,4,14,14
10.9,1,1,2.55,6,8,15
8.9,0,1,1.68,4,13,21
8.1,0,2,3.69,5,16,24
11.7,1,1,5.0,7,3,23
6.1,0,1,0.86,3,13,20
4.5,0,1,0.68,3,13,13
9.3,0,1,4.67,2,13,11
6.9,0,1,2.53,3,15,20
13.3,1,1,6.67,6,21,22
4.1,0,1,0.77,5,23,17
40.1,1,2,18.44,5,23,24
7.7,0,1,2.4,2,22,18
6.5,0,1,1.54,2,2,25
3.3,0,1,0.58,4,23,14
10.1,1,1,4.08,4,21,21
7.7,0,1,3.19,7,6,16
5.3,0,1,0.9,6,8,15
9.7,0,3,1.71,3,22,20
6.1,0,1,0.7,6,20,15
9.3,0,1,4.17,5,8,24
7.3,0,2,3.13,3,0,13
3.3,0,1,0.33,6,19,15
5.7,0,1,1.27,3,12,13
45.0,1,1,0.39,2,1,18
6.5,0,2,2.11,2,3,18
5.3,0,4,1.11,4,18,21
6.5,0,1,1.44,4,22,21
6.1,0,1,2.09,7,23,16
7.3,0,1,1.59,6,7,22
13.3,1,1,4.68,1,15,12
11.3,1,1,4.62,4,19,21
7.3,0,1,1.79,7,10,23
6.5,0,1,0.84,3,9,13
19.3,1,1,9.19,1,11,12
16.5,1,1,6.5,2,22,18
5.3,0,1,1.14,4,21,14
8.1,0,1,4.54,5,4,24
5.7,0,1,1.98,6,14,22
4.9,0,1,1.19,3,1,20
9.3,0,2,3.78,7,17,23
12.1,1,1,5.54,1,8,12
8.5,0,1,3.69,1,16,19
4.5,0,2,0.34,7,2,23
4.9,0,1,1.13,1,15,12
10.9,1,1,5.24,4,21,14
7.7,0,1,2.91,4,1,14
9.7,0,1,3.07,7,17,23
10.9,1,1,3.39,7,7,16
3.7,0,3,0.28,2,0,25
10.1,1,1,3.35,2,18,11
6.9,0,2,1.34,7,20,23
8.9,0,1,1.63,3,9,13
8.1,0,1,2.02,7,18,16
14.1,1,2,5.35,2,1,18
24.9,1,1,9.77,7,0,16
5.7,0,1,1.3,2,15,18
7.7,0,1,2.76,4,11,21
7.3,0,1,3.19,7,6,16
9.3,0,1,4.12,2,15,11
12.5,1,1,3.83,3,11,13
6.1,0,1,1.13,6,8,22
7.7,0,2,1.78,1,13,12
6.1,0,1,1.29,3,13,20
20.9,1,1,8.04,2,22,18
12.9,1,1,4.44,2,14,18
8.1,0,2,4.06,6,0,22
8.5,0,2,3.16,7,3,23
7.3,0,1,1.98,2,19,18
18.5,1,3,8.6,5,20,17
32.9,1,1,13.34,3,11,13
10.1,1,1,4.13,5,6,17
7.7,0,1,2.83,7,8,16
19.7,1,1,9.73,4,14,21
8.1,0,2,1.59,5,16,17
4.1,0,1,0.85,3,22,20
8.9,0,2,3.06,7,20,16
3.3,0,1,0.13,4,23,21
9.3,0,1,2.02,2,17,18
4.9,0,1,1.17,5,14,17
18.5,1,1,8.95,5,22,17
5.7,0,2,0.71,2,22,11
8.5,0,1,2.14,3,12,20
20.9,1,1,9.08,5,15,24
17.3,1,1,9.16,3,22,13
17.7,1,1,6.35,3,17,20
7.7,0,1,2.63,4,18,21
7.3,0,1,1.72,4,23,14
6.9,0,1,1.75,6,9,22
6.1,0,1,2.06,6,10,15
21.7,1,5,6.95,5,10,24
7.3,0,1,1.9,1,17,12
17.5,1,1,2.32,6,10,15
4.9,0,1,1.28,4,16,14
4.5,0,1,0.83,5,11,17
13.3,1,5,6.34,2,22,18
8.1,0,1,4.11,3,6,20
7.3,0,3,1.28,1,18,19
10.1,1,1,2.54,2,0,25
10.1,1,2,4.38,4,4,14
7.7,0,1,2.6,1,21,19
7.3,0,1,3.81,1,18,19
6.9,0,2,3.0,2,23,11
24.5,1,1,8.81,6,7,15
5.3,0,1,1.29,5,7,24
10.9,1,1,4.47,7,22,16
3.3,0,1,0.47,7,18,16
12.9,1,1,6.66,1,0,12
6.1,0,1,0.8,3,13,13
11.7,1,1,3.09,3,23,20
7.3,0,2,1.77,6,17,22
6.5,0,1,0.9,5,16,24
5.3,0,1,1.48,7,10,23
5.7,0,1,2.81,6,23,22
10.1,1,3,3.04,3,18,20
5.7,0,1,1.68,7,18,16
6.5,0,1,2.33,5,4,17
8.1,0,1,2.11,6,8,15
14.9,1,1,3.19,3,13,13
6.5,0,2,1.89,5,0,17
17.3,1,1,5.28,2,13,18
8.1,0,1,3.17,5,17,17
6.5,0,1,9.08,2,13,11
15.3,1,1,3.76,7,16,23
7.7,0,1,2.9,3,21,13
18.5,1,1,5.92,6,17,22
8.9,0,2,2.61,2,17,11
7.3,0,1,2.12,2,8,11
25.87,1,1,8.38,2,13,11
11.3,1,1,1.4,1,10,19
6.9,0,1,1.41,3,8,20
10.1,1,1,2.52,2,20,18
6.1,0,1,1.88,4,17,21
4.9,0,1,1.42,2,10,11
9.3,0,1,1.94,6,23,22
4.1,0,1,1.16,2,7,18
45.0,1,4,19.46,6,9,15
42.5,1,1,23.27,7,6,16
7.7,0,1,1.8,3,16,20
9.3,0,1,5.07,7,3,16
7.3,0,1,3.5,2,7,11
9.7,0,1,4.59,5,13,17
9.7,0,1,2.15,5,21,24
19.7,1,1,8.84,3,22,13
11.3,1,1,6.35,1,20,19
6.5,0,1,1.3,6,17,22
6.9,0,1,1.84,7,21,23
6.1,0,1,1.71,1,7,19
18.9,1,1,0.66,5,15,17
5.3,0,1,1.14,5,7,17
8.1,0,1,2.41,3,7,13
4.9,0,1,1.06,2,12,11
6.9,0,3,1.84,6,13,22
4.5,0,1,0.83,1,12,19
8.1,0,2,2.96,2,15,18
8.1,0,2,2.91,5,17,17
7.3,0,1,2.84,3,19,13
6.9,0,1,2.24,5,3,17
8.9,0,1,2.15,6,20,15
7.7,0,1,1.79,5,16,17
19.3,1,1,8.29,3,23,20
16.9,1,1,5.83,4,13,21
3.7,0,1,0.62,1,18,12
7.3,0,2,1.75,3,22,13
6.5,0,2,2.62,6,21,22
11.3,1,1,2.75,5,23,24
4.1,0,1,0.84,4,9,14
4.5,0,1,0.33,3,21,20
4.5,0,1,0.91,7,22,16
5.3,0,2,1.22,5,2,24
19.7,1,2,6.35,7,7,16
7.3,0,1,2.5,1,13,12
6.1,0,2,1.48,1,13,19
3.3,0,2,0.95,7,1,16
5.7,0,1,0.97,7,9,16
